artist_name,track_name
deep purple,the battle rages on
b.b. king,little by little
the robert cray band,1040 blues
blues traveler,whoops
joe cocker,feels like forever
little walter,dead presidents
the moonglows,confess it to your heart
professor longhair,rum & coca cola
the fleetwoods,"lovers by night, strangers by day"
lonnie johnson,tears don't fall no more
cab calloway,foolin' with you
robert plant,down to the sea
phish,silent in the morning
little walter,don't need no horse
blues traveler,love of my life
nina simone,the more i see you
morphine,mary won't you call my name?
phish,sparkle
colin james,surely (i love you)
morphine,let's take a trip together
morphine,a head with wings
sweet,wig-wam bam
bessie smith,devil's gonna git you
sweet,blockbuster
otis clay,when the gates swing open
morphine,the saddest song
jerry butler,make it easy on yourself
morphine,do not go quietly unto your grave
nina simone,"no woman, no cry"
morphine,the only one
phish,maze
johnny maestro,trouble in paradise
b.b. king,playin' with my friends
morphine,cure for pain
ella fitzgerald,undecided
joe cocker,up where we belong
widespread panic,pilgrims
robert plant,if i were a carpenter
the fleetwoods,graduation's here
john mayall,mail order mystics
ella fitzgerald,let it snow! let it snow! let it snow!
little walter,just your fool
santana,vive la vida (life is for living)
lightnin' hopkins,my starter won't start this morning
little walter,"boom, boom out goes the light"
joe cocker,night calls
jerry garcia,"hot corn, cold corn"
phish,it's ice
the fleetwoods,they tell me it's summer
cookie & the cupcakes,mathilda
morphine,test-tube baby / shoot'm down
blues traveler,trina magna
jerry garcia,a shenandoah lullaby
joe cocker,now that the magic has gone
widespread panic,better off
santana,esperando
the five satins,shadows
cab calloway,tarzan of harlem
big maybelle,ocean of tears
the marvelettes,locking up my heart
"clarence ""frogman"" henry",you always hurt the one you love
j.j. cale,long way home
cab calloway,boog it
traffic,holy ground
"crosby, stills & nash",these empty days
carey bell,carey bell rocks
keb' mo',henry
sonic youth,androgynous mind
sonic youth,self-obsessed and sexxee
muddy waters,i got my brand on you
keb' mo',peace of mind
the black crowes,descending
sonic youth,screaming skull
alice cooper,stolen prayer
alice cooper,it's me
gary moore,with love (remember)
phish,simple
lynyrd skynyrd,heartbreak hotel
the cramps,naked girls falling down the stairs
ted hawkins,there stands the glass
lynyrd skynyrd,"good luck, bad luck"
sonic youth,waist
the outlaws,dregs fall to the wicked
j.j. cale,sho-biz blues
phish,"ob-la-di, ob-la-da"
the jon spencer blues explosion,orange
phish,lifeboy
lead belly,ain't it a shame to go fishin' on sunday
the cramps,nest of the cuckoo bird
supersuckers,she's my bitch
tinsley ellis,cut you loose
magic sam,stop! you're hurting me
ali farka touré,gomni (with ry cooder)
bonnie raitt,dimming of the day
blues traveler,fallible
the cramps,lets get fucked up
the black crowes,gone
blues traveler,"the good, the bad and the ugly"
phish,axilla (pt. ii)
slim gaillard,potato chips
widespread panic,ain't life grand
widespread panic,airplane
blues traveler,stand
widespread panic,blackout blues
chris duarte,my way down
keb' mo',soon as i get paid
the nutmegs,story untold
jimi hendrix,once i had a woman
jimmie vaughan,don't cha know
big maybelle,whole lotta shakin' goin' on
snowy white,the time has come
eric clapton,blues leave me alone
manfred mann,it's so easy falling
j.j. cale,closer to you
"crosby, stills & nash",unequal love
lloyd price,wont'cha come home
mose allison,"hey, good lookin'"
lloyd price,never let me go
chris duarte,big-legged woman
eric clapton,third degree
keb' mo',crapped out again
the robert cray band,moan
junior kimbrough,done got old
robben ford & the blue line,chevrolet
supersuckers,marie
corey stevens,back in time
phish,suzy greenberg
jimmy mccracklin,the walk
ted nugent,kiss my ass
the dells,all about the paper
bonnie raitt,matters of the heart
widespread panic,tall boy
widespread panic,gimme
phish,buried alive
widespread panic,knocking 'round the zoo
the jeff healey band,as the years go passing by
mad season,locomotive
morphine,radar
morphine,gone for good
morphine,sharks
mad season,black book of fear
mad season,river of deceit
ella fitzgerald,who walks in when i walk out?
mad season,i'm above
supersuckers,born with a tail
kenny wayne shepherd,born with a broken heart
aretha franklin,it hurts like hell
john lee hooker,chill out (things gonna change)
kenny wayne shepherd,deja voodoo
corey stevens,blue drops of rain
sister rosetta tharpe,rock daniel (vd129)
mad season,lifeless dead
kenny wayne shepherd,"shame, shame, shame"
morphine,honey white
ella fitzgerald,i'll never be free
leon russell,roll in my sweet baby's arms
dead moon,diamonds in the rough
john lee hooker,medley: serves me right to suffer/syndicator
sonny landreth,creole angel
ella fitzgerald,i gotta have my baby back
jimmy smith,milestones
sonic youth,panty lies
popa chubby,sweat
major lance,the monkey time
dinah washington,it might as well be spring
morphine,free love
the jeff healey band,angel
the duprees,take me as i am
widespread panic,i walk on guilded splinters
eric johnson,all about you
j.j. cale,this town
joe cocker,can't find my way home
the subdudes,love somebody
phish,punch you in the eye
phish,tube
wipers,stormy
phish,born under punches (the heat goes on)
the diamonds,why do fools fall in love
widespread panic,tie your shoes
the subdudes,break down these walls
the black crowes,better when you're not alone
the black crowes,let me share the ride
jimmy thackery and the drivers,drive to survive
aretha franklin,can't you just see me
the brian jonestown massacre,true love
taj mahal,lonely avenue
beth hart,blame the moon
oblivians,trouble
the black crowes,evil eye
the brian jonestown massacre,my man syd
eric clapton,eyesight to the blind / why does love got to be so sad ?
the black crowes,one mirror too many
widespread panic,radio child
the penguins,be mine (or be a fool)
little anthony & the imperials,the ten commandments of love
billie holiday,the way you look tonight
snowy white,midnight blues
jimmy thackery and the drivers,cool guitars
duke robillard,love slipped in
the brian jonestown massacre,mary please
keb' mo',that's not love
the brian jonestown massacre,jesus
joe cocker,into the mystic
the del-vikings,a sunday kind of love
aretha franklin,one step ahead
galactic,church
galactic,stax jam
jimmie vaughan,dengue woman blues
phish,swept away
the duprees,have you heard
the duprees,you belong to me
the brian jonestown massacre,spanish bee
the brian jonestown massacre,fucker
the duprees,why don't you believe me
billie holiday,"me, myself and i"
keb' mo',hand it over
eric johnson,lonely in the night
the brian jonestown massacre,monster
billie holiday,if you were mine
billie holiday,let's do it (let's fall in love)
j.j. cale,guitar man
big bub,no one
santana,chunk a funk
taj mahal,mind your own business
joe cocker,tonight
taj mahal,i miss you baby
phish,saw it again
phish,limb by limb
robben ford,freedom
phish,guyute
jimi hendrix,midnight lightning
the cramps,i walked all night
widespread panic,aunt avis
j.j. cale,change your mind
junior kimbrough,crawling king snake
santana,freeway
tommy castro,high on the hog
supersuckers,one cigarette away
muddy waters,close to you
kentucky thunder,if i lose
oblivians,live the life
big bub,take it off
supersuckers,non-addictive marijuana
santana,as the years go passing by
junior kimbrough,burn in hell
elmore james,madison blues
ella fitzgerald,under a blanket of blue
b.b. king,bring it on home to me
jonny lang,rack 'em up
slim harpo,baby scratch my back
billie holiday,i'm yours
johnnie taylor,too many memories
billie holiday,as time goes by
ella fitzgerald,the nearness of you
kenny wayne shepherd,blue on black
slim harpo,i'm a king bee
kenny wayne shepherd,everything is broken
jonny lang,hit the ground running
supersuckers,roadworn and weary
bessie smith,after you've gone
r.l. burnside,jumper hanging out on the line
supersuckers,dead in the water
phish,carini
slim harpo,rainin' in my heart
kenny wayne shepherd,i don't live today
wilson meadows,that's still my love
jonny lang,there's gotta be a change
bessie smith,alexander's ragtime band
kenny wayne shepherd,nothing to do with love
blues traveler,yours
the cramps,queen of pain
big bub,settle down
the dells,always together
phish,dogs stole things
phish,meat
solomon burke,tonight's the night
dave meniketti,take it like a man
the dells,i can sing a rainbow / love is blue
phish,roggae
eric clapton,inside of me
eric clapton,you were there
keb' mo',i'm telling you now
jimi hendrix,sunshine of your love
widespread panic,walk on
jimi hendrix,i was made to love her
phish,piper
the blues brothers,new orleans
eric clapton,river of tears
susan tedeschi,rock me right
gov't mule,blind man in the dark
shemekia copeland,married to the blues
dave meniketti,just coastin'
stan mosley,rock me
john lee hooker,the healer
jonny lang,breakin' me
queens of the stone age,avon
jonny lang,walking away
queens of the stone age,regular john
jonny lang,wander this world
shemekia copeland,salt in my wounds
gov't mule,thorazine shuffle
galactic,crazyhorse mongoose
queens of the stone age,give the mule what he wants
susan tedeschi,it hurt so bad
the blues brothers,season of the witch
five horse johnson,lightning when i need
john fogerty,the old man down the road
john fogerty,travelin' band
jimi hendrix,killing floor
eric clapton,pilgrim
jonny lang,right back
phish,water in the sky
gov't mule,towering fool
joe cocker,while you see a chance
the band,stand up (remastered)
phish,what's the use
brant bjork,toot
steppenwolf,for ladies only
the spaceshits,can't fool with me
b.b. king,early in the mornin'
"crosby, stills, nash & young",out of control
zz top,fearless boogie
phish,"roggae (hampton, 1998)"
delbert mcclinton,shot from the saddle
delbert mcclinton,under suspicion
zz top,poke chop sandwich
ray bonneville,that's why
eric clapton,cryin'
delbert mcclinton,"lipstick, powder & paint"
"crosby, stills, nash & young",no tears left
beth hart,by her
delbert mcclinton,plain old makin' love
phish,my left toe
the guess who,follow your daughter home
beth hart,skin
the white stripes,red bowling ball ruth
doyle bramhall ii,day come down
eric clapton,main title / (i) get lost
the white stripes,suzy lee
lonnie mack,memphis
the white stripes,sugar never tasted so good
albert king,pride and joy
ella fitzgerald,solid as a rock
"crosby, stills, nash & young",looking forward
kenny wayne shepherd,last goodbye
gov't mule,war pigs
the earls,remember then
the greenhornes,the end of the night
louis prima,"yes, we have no bananas"
"crosby, stills, nash & young",heartland
santana,love of my life (feat. dave matthews & carter beauford)
the white stripes,slicker drips
gino washington,around the town
ella fitzgerald,bill bailey won't you please come home
mel waiters,hole in the wall
eric clapton,change the world
the white stripes,i fought piranhas
eric clapton,blue eyes blue
brant bjork,automatic fantastic
jimi hendrix,introduction (live at woodstock)
the white stripes,the big three killed my baby
kenny wayne shepherd,live on
swell maps,let's build a car
the yardbirds,heartfull of soul
the neville brothers,ain't no sunshine
